user_id,recency,frequency,monetary,cluster
3101,5,1,6889.0,2
3105,3,2,4281.0,1
3126,8,1,671.0,0
3134,2,1,6068.0,3
3135,8,1,9135.0,2
3137,1,1,2854.0,3
3142,4,1,5904.0,3
3154,4,1,7992.0,3
3155,5,1,1472.0,0
3156,4,1,3365.0,3
3167,2,1,3613.0,3
3193,9,1,6447.0,2
3204,3,1,9363.0,3
3218,7,1,6979.0,2
3221,1,2,15670.0,1
3239,4,1,4431.0,3
3249,7,1,3667.0,0
3255,1,1,2336.0,3
3268,4,1,208.0,3
3280,9,1,2102.0,0
3288,9,1,4977.0,0
3289,2,1,6493.0,3
3290,6,1,6442.0,2
3291,1,1,4504.0,3
3303,1,1,3891.0,3
3306,5,1,8715.0,2
3310,2,1,1748.0,3
3320,1,1,7451.0,3
3327,1,1,6209.0,3
3347,2,2,7451.0,1
3349,1,1,2200.0,3
3351,5,1,1230.0,0
3353,4,1,5656.0,3
3359,5,1,7829.0,2
3360,6,1,1894.0,0
3367,9,1,5563.0,0
3392,3,1,3837.0,3
3396,7,1,8197.0,2
3398,5,1,1990.0,0
3402,4,1,6472.0,3
3412,5,2,8303.0,1
3413,6,1,1784.0,0
3416,1,1,3943.0,3
3418,1,1,362.0,3
3419,4,2,9752.0,1
3423,8,1,4451.0,0
3425,7,1,1414.0,0
3426,2,1,5143.0,3
3427,8,1,2826.0,0
3429,6,1,3456.0,0
3433,7,1,1551.0,0
3439,9,1,1746.0,0
3445,4,2,4885.0,1
3453,2,1,8304.0,3
3459,8,1,3476.0,0
3467,6,1,8210.0,2
3476,2,1,1268.0,3
3484,5,1,5546.0,2
3485,1,2,19985.0,1
3489,1,1,4583.0,3
3492,10,1,72.0,0
3496,3,1,4545.0,3
3500,5,2,10679.0,1
3501,8,1,9491.0,2
3506,10,1,9634.0,2
3508,5,1,1038.0,0
3535,6,1,8750.0,2
3541,5,1,6929.0,2
3571,6,1,3160.0,0
3586,9,1,3996.0,0
3595,4,1,932.0,3
3609,5,1,8468.0,2
3616,3,1,7500.0,3
3622,1,2,5120.0,1
3650,5,1,3095.0,0
3656,2,1,3808.0,3
3657,1,1,313.0,3
3663,1,1,13885.0,3
3670,8,1,4356.0,0
3674,2,1,5656.0,3
3678,4,1,8285.0,3
3683,3,1,3888.0,3
3694,7,1,8888.0,2
3695,9,1,1818.0,0
3698,8,1,9982.0,2
3701,5,1,9678.0,2
3704,9,1,5670.0,0
3712,5,1,5548.0,2
3719,8,1,3602.0,0
3720,6,2,9434.0,1
3722,5,1,8071.0,2
3724,1,1,8288.0,3
3725,9,1,5670.0,0
3734,9,1,5134.0,0
3735,2,1,7298.0,3
3742,7,1,7313.0,2
3745,3,2,14986.0,1
3755,8,1,442.0,0
3759,4,2,3660.0,1
3761,1,1,6411.0,3
3762,5,1,2330.0,0
3767,3,1,1014.0,3
3768,5,1,384.0,0
3773,2,1,809.0,3
3774,2,2,7430.0,1
3792,2,1,9444.0,3
3793,2,1,8704.0,3
3800,8,1,8975.0,2
3827,5,1,3643.0,0
3829,8,1,5216.0,0
3844,6,1,4359.0,0
3847,2,1,4559.0,3
3852,7,1,3326.0,0
3853,1,1,2780.0,3
3854,7,1,9672.0,2
3873,8,1,8237.0,2
3880,4,1,1170.0,3
3883,1,1,9222.0,3
3892,4,1,3814.0,3
3893,7,1,6275.0,2
3899,3,1,6515.0,3
3900,5,1,3617.0,0
3901,9,1,4522.0,0
3904,7,1,4307.0,0
3906,1,1,1917.0,3
3915,5,2,4381.0,1
3922,6,1,3765.0,0
3923,2,1,2986.0,3
3931,6,1,5828.0,2
3937,4,3,18064.0,1
3939,6,1,7959.0,2
3947,9,1,1722.0,0
3949,9,1,259.0,0
3955,9,1,197.0,0
3961,5,1,537.0,0
3972,8,1,1625.0,0
3977,8,1,12185.0,2
3979,7,1,7419.0,2
3981,9,1,7810.0,2
3982,1,2,16083.0,1
3984,9,1,6017.0,2
3988,3,1,5119.0,3
3989,3,1,4554.0,3
3991,8,1,5048.0,0
3993,4,1,1013.0,3
3999,1,1,6202.0,3
4015,1,1,2123.0,3
4017,7,1,9283.0,2
4018,4,1,6707.0,3
4030,6,3,1696.0,1
4033,8,1,5164.0,0
4034,4,1,9962.0,2
4036,7,1,1725.0,0
4037,2,2,17454.0,1
4038,4,1,4063.0,3
4043,8,1,4996.0,0
4050,1,1,3723.0,3
4051,6,1,6855.0,2
4057,1,1,4954.0,3
4064,7,1,2517.0,0
4078,7,1,9310.0,2
4086,9,1,7059.0,2
4099,5,1,8033.0,2
4103,8,1,8777.0,2
4111,5,1,3120.0,0
4118,6,1,8654.0,2
4124,9,1,8909.0,2
4137,5,1,4461.0,0
4152,8,1,5914.0,2
4163,2,2,9463.0,1
4164,1,1,3810.0,3
4168,3,1,847.0,3
4197,1,1,1518.0,3
4204,8,1,6570.0,2
4216,8,1,1885.0,0
4218,8,1,472.0,0
4220,5,1,6956.0,2
4223,1,1,7695.0,3
4232,5,1,7877.0,2
4239,1,1,8602.0,3
4244,4,1,6221.0,3
4247,7,1,7623.0,2
4249,5,1,7226.0,2
4250,8,1,9370.0,2
4260,10,1,11713.0,2
4262,4,1,3669.0,3
4281,8,1,1321.0,0
4294,9,1,1278.0,0
4308,6,1,1713.0,0
4309,5,1,7551.0,2
4312,1,2,5187.0,1
4314,7,1,2828.0,0
4315,3,1,308.0,3
4318,5,1,8775.0,2
4325,8,1,2169.0,0
4331,1,1,8417.0,3
4339,9,1,1742.0,0
4340,8,1,8740.0,2
4358,6,1,3353.0,0
4369,4,2,14588.0,1
4379,2,1,3825.0,3
4387,7,1,6516.0,2
4393,2,1,5326.0,3
4410,1,2,4595.0,1
4429,5,2,8798.0,1
4430,3,1,385.0,3
4432,3,1,215.0,3
4435,5,1,376.0,0
4444,8,1,7346.0,2
4457,1,1,3943.0,3
4458,3,1,9492.0,3
4462,4,2,16393.0,1
4465,3,1,9055.0,3
4467,2,1,3456.0,3
4470,1,1,5243.0,3
4473,1,1,4668.0,3
4475,8,1,2233.0,0
4478,6,1,3189.0,0
4484,3,1,10143.0,3
4491,7,1,9865.0,2
4514,8,1,7256.0,2
4515,1,1,1206.0,3
4519,1,1,4005.0,3
4523,8,1,8284.0,2
4535,8,1,8844.0,2
4542,3,1,7981.0,3
4548,2,2,6844.0,1
4553,2,1,724.0,3
4563,2,1,6279.0,3
4571,3,1,920.0,3
4577,3,1,2547.0,3
4578,7,1,3566.0,0
4584,7,1,9387.0,2
4589,1,1,8127.0,3
4599,7,1,6714.0,2
4604,2,1,5113.0,3
4605,5,1,9170.0,2
4631,6,1,9159.0,2
4636,1,1,7714.0,3
4661,3,1,7536.0,3
4667,5,2,9378.0,1
4669,2,1,875.0,3
4675,4,2,23230.0,1
4677,3,1,675.0,3
4678,4,1,9324.0,2
4682,5,1,3893.0,0
4687,1,1,5364.0,3
4692,4,1,4503.0,3
4693,5,1,8933.0,2
4694,6,1,1186.0,0
4705,4,1,3432.0,3
4710,1,1,2534.0,3
4711,9,1,7789.0,2
4740,7,1,7471.0,2
4741,2,1,250.0,3
4748,2,2,9768.0,1
4752,2,1,559.0,3
4758,8,1,7305.0,2
4762,4,2,13221.0,1
4766,9,1,13706.0,2
4773,8,1,3292.0,0
4776,5,1,9613.0,2
4778,5,1,1674.0,0
4788,5,1,2307.0,0
4791,4,1,889.0,3
4793,1,1,418.0,3
4794,2,2,15027.0,1
4800,6,1,5179.0,0
4805,2,1,9008.0,3
4810,2,1,5082.0,3
4821,2,1,1358.0,3
4823,1,1,8362.0,3
4828,2,1,7174.0,3
4847,7,1,2503.0,0
4848,7,1,9491.0,2
4853,2,1,9029.0,3
4864,1,1,13694.0,3
4871,7,1,8088.0,2
4877,7,1,6049.0,2
4881,1,2,9057.0,1
4886,2,1,7167.0,3
4889,4,2,14488.0,1
4893,6,1,5765.0,2
4905,4,1,7804.0,3
4906,4,1,3500.0,3
4911,6,1,3421.0,0
4916,6,1,9150.0,2
4918,2,1,3274.0,3
4929,5,1,5784.0,2
4937,2,1,9305.0,3
4951,1,1,8376.0,3
4952,4,1,6548.0,3
4965,5,1,2712.0,0
4969,3,3,11913.0,1
4974,1,1,5645.0,3
4975,6,2,10132.0,1
4978,6,1,2353.0,0
4980,6,1,4863.0,0
4989,9,1,715.0,0
4990,3,1,4053.0,3
4993,4,1,374.0,3
4998,5,1,930.0,0
5002,9,1,3620.0,0
5030,3,1,83.0,3
5031,3,2,8889.0,1
5044,8,1,4953.0,0
5052,8,1,2173.0,0
5053,5,1,3099.0,0
5057,8,1,9039.0,2
5065,8,1,3720.0,0
5072,7,1,3789.0,0
5079,1,1,6629.0,3
5094,7,1,8581.0,2
5098,3,1,4592.0,3
5102,4,1,4596.0,3
5106,2,1,3000.0,3
5113,3,1,7626.0,3
5115,1,1,1800.0,3
5117,2,1,3365.0,3
5118,8,1,7329.0,2
5123,7,1,9013.0,2
5128,8,1,3690.0,0
5134,1,1,2103.0,3
5141,9,1,2076.0,0
5143,5,1,8632.0,2
5148,8,1,101.0,0
5152,3,2,9321.0,1
5153,7,1,5705.0,2
5161,4,1,4834.0,3
5163,3,1,4364.0,3
5166,9,1,5775.0,0
5187,7,1,5440.0,0
5195,6,1,468.0,0
5197,1,1,8118.0,3
5198,2,1,9711.0,3
5199,4,1,9282.0,2
5200,4,1,218.0,3
5209,6,1,1315.0,0
5210,6,1,6321.0,2
5215,8,1,3233.0,0
5217,2,1,5211.0,3
5218,1,1,1079.0,3
5234,3,1,70.0,3
5236,6,1,8769.0,2
5238,6,1,2843.0,0
5245,10,1,2835.0,0
5246,5,1,9838.0,2
5250,3,1,7576.0,3
5252,2,1,6018.0,3
5258,8,1,4226.0,0
5261,6,1,889.0,0
5271,4,1,3684.0,3
5277,1,1,144.0,3
5327,4,1,3847.0,3
5329,1,1,4399.0,3
5349,3,1,4018.0,3
5352,3,1,8114.0,3
5357,5,1,7159.0,2
5371,8,1,4427.0,0
5376,1,1,8612.0,3
5389,8,1,7202.0,2
5395,3,1,8164.0,3
5401,5,1,7722.0,2
5402,1,2,8469.0,1
5409,3,1,5082.0,3
5412,9,1,6974.0,2
5426,7,1,4685.0,0
5427,5,1,441.0,0
5434,2,1,3247.0,3
5436,6,1,8637.0,2
5438,1,3,16998.0,1
5448,6,1,7473.0,2
5450,8,1,8178.0,2
5461,6,1,4166.0,0
5462,1,2,9629.0,1
5464,2,3,21776.0,1
5465,2,1,1539.0,3
5468,3,1,8534.0,3
5489,8,1,9243.0,2
5491,7,1,614.0,0
5516,6,1,5164.0,0
5524,1,2,11219.0,1
5525,1,1,8101.0,3
5528,5,1,9066.0,2
5541,8,1,2830.0,0
5559,4,1,1299.0,3
5563,8,1,4148.0,0
5569,2,1,3516.0,3
5571,2,1,6504.0,3
5573,9,1,1587.0,0
5575,5,1,9045.0,2
5585,3,1,17557.0,2
5588,1,1,6696.0,3
5595,3,2,15963.0,1
5600,1,1,9993.0,3
5603,7,1,7731.0,2
5617,5,2,7590.0,1
5627,6,1,5735.0,2
5629,2,1,6793.0,3
5630,4,1,9573.0,2
5638,9,1,6114.0,2
5647,9,1,5251.0,0
5648,1,1,1749.0,3
5650,10,1,713.0,0
5656,2,1,8696.0,3
5659,8,1,27626.0,2
5672,8,1,8590.0,2
5676,7,2,6123.0,1
5678,2,1,2951.0,3
5700,1,1,14167.0,3
5711,7,2,12014.0,1
5718,4,1,5316.0,3
5723,1,1,1220.0,3
5734,2,2,8783.0,1
5739,1,2,9263.0,1
5741,9,1,4213.0,0
5744,1,1,4087.0,3
5761,9,1,254.0,0
5765,7,1,6686.0,2
5768,9,1,1273.0,0
5772,3,1,4787.0,3
5779,1,2,13950.0,1
5783,8,1,1728.0,0
5790,2,2,10437.0,1
5791,8,1,8394.0,2
5813,9,1,4297.0,0
5815,1,1,1617.0,3
5824,3,1,9432.0,3
5826,4,1,2623.0,3
5827,8,1,1281.0,0
5829,3,3,12807.0,1
5836,4,1,4050.0,3
5837,3,1,7747.0,3
5840,3,1,4595.0,3
5848,3,1,362.0,3
5851,6,1,8185.0,2
5857,5,1,5727.0,2
5862,8,1,6109.0,2
5865,3,1,8544.0,3
5871,6,1,7849.0,2
5878,8,1,7002.0,2
5883,2,1,4582.0,3
5886,8,1,9715.0,2
5891,1,1,6963.0,3
5897,5,2,8114.0,1
5899,7,1,7254.0,2
5901,2,1,3368.0,3
5909,8,1,6332.0,2
5914,6,1,7557.0,2
5916,4,1,3359.0,3
5917,6,1,9371.0,2
5920,8,1,3986.0,0
5921,7,1,4420.0,0
5922,3,1,7172.0,3
5938,5,1,6973.0,2
5941,6,1,4716.0,0
5946,4,1,7127.0,3
5947,1,1,417.0,3
5968,6,1,9774.0,2
5971,2,2,13599.0,1
5981,3,2,17342.0,1
5993,8,1,2101.0,0
6005,7,1,8094.0,2
6006,7,1,3267.0,0
6011,4,1,5788.0,3
6014,4,2,13548.0,1
6021,2,1,5978.0,3
6024,9,1,8878.0,2
6029,5,1,3079.0,0
6032,8,1,627.0,0
6040,9,1,5338.0,0
6047,3,1,4990.0,3
6052,6,2,8239.0,1
6059,8,1,8427.0,2
6062,3,1,7087.0,3
6063,3,1,4866.0,3
6068,6,1,1085.0,0
6072,9,1,9808.0,2
6075,8,1,2865.0,0
6085,3,1,3264.0,3
6099,4,2,13189.0,1
6102,5,1,1666.0,0
6104,1,1,8136.0,3
6110,7,1,415.0,0
6113,1,2,8924.0,1
6118,1,2,7694.0,1
6121,3,2,7978.0,1
6126,4,1,3625.0,3
6131,1,1,4810.0,3
6135,9,1,1984.0,0
6137,7,1,4817.0,0
6155,6,1,3647.0,0
6160,5,1,3732.0,0
6164,8,1,7205.0,2
6173,4,1,746.0,3
6175,6,1,2129.0,0
6176,9,1,2060.0,0
6186,6,1,2543.0,0
6189,3,1,1688.0,3
6191,6,2,18178.0,1
6204,6,1,5756.0,2
6213,4,2,8669.0,1
6227,2,1,8999.0,3
6228,2,1,2705.0,3
6230,8,1,3150.0,0
6239,3,1,1200.0,3
6240,9,1,91.0,0
6242,9,1,7925.0,2
6247,5,1,4751.0,0
6253,3,2,12187.0,1
6261,5,1,6638.0,2
6270,7,1,382.0,0
6280,6,1,7969.0,2
6284,2,1,12929.0,3
6288,9,1,8572.0,2
6289,7,1,9569.0,2
6294,9,1,6826.0,2
6295,2,1,7787.0,3
6298,9,1,8125.0,2
6299,5,1,6011.0,2
6304,5,1,1787.0,0
6320,5,1,7759.0,2
6329,8,1,4833.0,0
6340,2,1,16524.0,2
6343,2,1,7885.0,3
6358,8,1,2780.0,0
6359,1,1,3845.0,3
6365,2,1,9111.0,3
6381,7,1,6187.0,2
6384,2,1,1543.0,3
6389,3,1,9130.0,3
6394,1,1,7576.0,3
6395,7,1,1484.0,0
6401,9,1,8499.0,2
6409,2,1,3836.0,3
6419,6,1,6153.0,2
6422,5,1,9036.0,2
